Aaron's Farm,D1,2020-01-20,8.0,-116.61357976646717,0.1904624285382826
Aaron's Farm,D1,2020-01-21,8.0,-108.99865328494793,0.38507351848076005
Aaron's Farm,D1,2020-01-22,8.0,-101.43114466155669,0.43249137660877796
Aaron's Farm,D1,2020-01-23,8.0,-94.000794148719564,0.56964948716287733
Aaron's Farm,D1,2020-01-24,8.0,-86.874259069885284,0.87346492116571572
Aaron's Farm,D1,2020-01-25,8.0,-79.821406283751998,0.94714721386670442
Aaron's Farm,D1,2020-01-26,8.0,-72.842271923927299,1.0208656401753431
Aaron's Farm,D2,2020-01-20,0.0,-52.568580588248608,5.7710789389307342
Aaron's Farm,D2,2020-01-21,7.5685805882486221,-50.509052704761075,5.5090527047610944
Aaron's Farm,D2,2020-01-22,5.5090527047610891,-50.504092175664951,5.5040921756649315
Aaron's Farm,D2,2020-01-23,5.5040921756649652,-50.498898433557898,5.4988984335579012
Aaron's Farm,D2,2020-01-24,5.4988984335579119,-50.493478864373358,5.4934788643733805
Aaron's Farm,D2,2020-01-25,5.4934788643733725,-50.48345399129289,5.483453991292949
Aaron's Farm,D2,2020-01-26,5.4834539912929046,-50.47760513198368,5.4776051319836663
Aaron's Farm,D3,2020-01-20,0.0,-29.38269706358011,5.8284970055338992
Aaron's Farm,D3,2020-01-21,0.0,-34.951019244909901,5.5683221813297799
Aaron's Farm,D3,2020-01-22,4.9510192449099009,-35.563366224123499,5.563366224123488
Aaron's Farm,D3,2020-01-23,5.5633662241235129,-35.558179636605402,5.5581796366054199
Aaron's Farm,D3,2020-01-24,5.5581796366054093,-35.552769741567658,5.5527697415676478
Aaron's Farm,D3,2020-01-25,5.5527697415676727,-35.547143960474997,5.547143960475041
Aaron's Farm,D3,2020-01-26,5.5471439604750117,-35.541309796941022,5.5413097969410394
Aaron's Farm,D4,2020-01-20,0.0,-32.520302014460938,5.8318846020651911
Aaron's Farm,D4,2020-01-21,2.5203020144609312,-35.571819697549671,5.5718196975496586
Aaron's Farm,D4,2020-01-22,5.5718196975496568,-35.566864693096392,5.5668646930963792
Aaron's Farm,D4,2020-01-23,5.5668646930963916,-35.56167920516252,5.5616792051625312
Aaron's Farm,D4,2020-01-24,5.5616792051625197,-35.556270552985239,5.5562705529852474
Aaron's Farm,D4,2020-01-25,5.5562705529852394,-35.550646154451528,5.5506461544515293
Aaron's Farm,D4,2020-01-26,5.5506461544515275,-35.544813509580408,5.5448135095804396
Aaron's Farm,Set 1,2020-01-20,0.0,-12.779514624664586,5.7738343596221062
Aaron's Farm,Set 1,2020-01-21,0.0,-18.291411059685814,5.511896435021221
Aaron's Farm,Set 1,2020-01-22,0.0,-23.793964174862666,5.5025531151768527
Aaron's Farm,Set 1,2020-01-23,0.0,-29.291323671407156,5.4973594965444734
Aaron's Farm,Set 1,2020-01-24,0.0,-34.783263654097766,5.4919399826906448
Aaron's Farm,Set 1,2020-01-25,0.0,-40.26956571433584,5.4863020602380637
Aaron's Farm,Set 1,2020-01-26,30.0,-15.750019012477082,5.4804532981412226
Aaron's Farm,Set 10,2020-01-20,0.0,-12.055255091845908,5.7970501213480983
Aaron's Farm,Set 10,2020-01-21,0.0,-17.591113566821605,5.5358584749756892
Aaron's Farm,Set 10,2020-01-22,0.0,-23.122010768549615,5.5308972017279885
Aaron's Farm,Set 10,2020-01-23,0.0,-28.647714676246522,5.5257039076968901
